threads,ipc_max,cpu_at_ipc_max,ipc_global
1,0.9921750338659221,cpu00,0.9921750338659221
2,0.9858168773758615,cpu00,1.9135236428054314
4,0.9743727123920509,cpu00,3.572093245396562
8,0.9554324704975616,cpu00,6.304259330905954
16,0.9281778972556202,cpu00,10.21272389786614
32,0.8958262997974341,cpu00,14.885029822192212
64,0.865012769062386,cpu00,19.906541891755275
